GRA,Species,SuperKingdom,Q1,Order,Family,SubFamily,Genus
0.02557446354304864,Leuconostoc phage phiLN04 [1262516],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.05873208823908469,Lactococcus phage ul36 [114416],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.0004830917874396134,Enterobacteria phage HK022 [10742],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],Lambdalikevirus [186765]
4.773780597801101e-05,Staphylococcus phage vB_SauM_Remus [1235659],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Myoviridae [10662],N/A [N/A],Twortlikevirus [1198135]
8.054087080759906e-05,Sulfitobacter phage pCB2047-A [754045],Viruses [10239],dsDNA viruses no RNA stage [35237],N/A [N/A],N/A [N/A],N/A [N/A],N/A [N/A]
3.120711040622486e-05,Staphylococcus phage StB12 [1147042],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.00889431966435731,Torque teno virus 10 [687349],Viruses [10239],ssDNA viruses [29258],N/A [N/A],Anelloviridae [687329],N/A [N/A],Alphatorquevirus [687331]
5.7155183419081346e-05,Propionibacterium phage P100_1 [1229791],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
4.032621285596718e-06,Stenotrophomonas phage phiSMA7 [1343494],Viruses [10239],ssDNA viruses [29258],N/A [N/A],Inoviridae [10860],N/A [N/A],N/A [N/A]
3.014523823814079e-05,Lactococcus phage P162 [1476889],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.00017490598597350707,Propionibacterium phage P100D [1229789],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.00016103059581320446,Avian endogenous retrovirus EAV-HP [93465],Viruses [10239],Retro-transcribing viruses [35268],N/A [N/A],Retroviridae [11632],N/A [N/A],N/A [N/A]
0.0003220611916264089,Enterococcus phage phiFL3A [673837],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],Phifllikevirus [1623299]
1.5875548597229482e-05,Edwardsiella phage PEi21 [1325372],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Myoviridae [10662],N/A [N/A],N/A [N/A]
3.079077711620717e-05,Squash leaf curl virus [10829],Viruses [10239],ssDNA viruses [29258],N/A [N/A],Geminiviridae [10811],N/A [N/A],Begomovirus [10814]
0.0003220611916264089,Burkholderia phage phi1026b [255131],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],Phie125likevirus [1623297]
0.00016103059581320446,Bacillus phage G [1084719],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Myoviridae [10662],N/A [N/A],N/A [N/A]
3.4088740410305355e-05,Propionibacterium phage PAS50 [504553],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.02373390657566946,Leuconostoc phage phiLN6B [1262520],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.0004830917874396134,Listeria phage A118 [40521],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.0012344747418909904,Torque teno virus 4 [687343],Viruses [10239],ssDNA viruses [29258],N/A [N/A],Anelloviridae [687329],N/A [N/A],Alphatorquevirus [687331]
0.00011751955279143608,Propionibacterium phage ATCC29399B_T [1229793],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.0001298234854069796,Staphylococcus phage StB27 [1147044],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.00015812097523732442,Streptococcus phage Abc2 [633135],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],Sfi21dtunalikevirus [1623304]
0.00016103059581320446,Brochothrix phage BL3 [764562],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.017559249087804575,Lactococcus phage P335 sensu lato [354260],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.016234211001462495,Torque teno virus 16 [687355],Viruses [10239],ssDNA viruses [29258],N/A [N/A],Anelloviridae [687329],N/A [N/A],Alphatorquevirus [687331]
0.0003220611916264089,Burkholderia phage KL1 [1132026],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
2.366418485827862e-05,Lactobacillus phage Lb338-1 [632112],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Myoviridae [10662],N/A [N/A],N/A [N/A]
7.573431325868883e-08,Simian virus 40 [10633],Viruses [10239],dsDNA viruses no RNA stage [35237],N/A [N/A],Polyomaviridae [151341],N/A [N/A],Polyomavirus [10624]
9.248174791060474e-05,Megavirus lba [1235314],Viruses [10239],dsDNA viruses no RNA stage [35237],N/A [N/A],Mimiviridae [549779],N/A [N/A],N/A [N/A]
0.0003220611916264089,Paramecium bursaria Chlorella virus FR483 [399781],Viruses [10239],dsDNA viruses no RNA stage [35237],N/A [N/A],Phycodnaviridae [10501],N/A [N/A],Chlorovirus [181083]
0.03324925157618105,Lactococcus phage BM13 [1229751],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.0004257512636584293,Streptococcus phage DT1 [90410],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],Sfi21dtunalikevirus [1623304]
0.011480996586393441,Torque teno virus 7 [687346],Viruses [10239],ssDNA viruses [29258],N/A [N/A],Anelloviridae [687329],N/A [N/A],Alphatorquevirus [687331]
0.0003268837555822565,Bovine viral diarrhea virus 1 [11099],Viruses [10239],ssRNA viruses [439488],N/A [N/A],Flaviviridae [11050],N/A [N/A],Pestivirus [11095]
1.941705999717576e-05,Enterobacteria phage P2 [10679],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Myoviridae [10662],N/A [N/A],P2likevirus [140410]
0.016949982115871096,Torque teno virus 8 [687347],Viruses [10239],ssDNA viruses [29258],N/A [N/A],Anelloviridae [687329],N/A [N/A],Alphatorquevirus [687331]
0.00016103059581320446,Burkholderia phage Bcep22 [242527],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Podoviridae [10744],N/A [N/A],N/A [N/A]
0.007270927580557589,Torque teno virus 12 [687351],Viruses [10239],ssDNA viruses [29258],N/A [N/A],Anelloviridae [687329],N/A [N/A],Alphatorquevirus [687331]
0.0011272141706924312,Stenotrophomonas phage Smp131 [1168563],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Myoviridae [10662],N/A [N/A],P2likevirus [140410]
3.3431393461871495e-05,Lactococcus phage jm2 [1262535],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
1.4862489413080742e-05,Enterobacteria phage HK633 [1147147],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],Lambdalikevirus [186765]
0.00016103059581320446,Woodchuck hepatitis virus [35269],Viruses [10239],Retro-transcribing viruses [35268],N/A [N/A],Hepadnaviridae [10404],N/A [N/A],Orthohepadnavirus [10405]
1.329696505299904e-05,Pseudomonas phage PMG1 [1129146],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],D3likevirus [1623287]
0.00016103059581320446,Lactobacillus phage LP65 [298338],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Myoviridae [10662],N/A [N/A],N/A [N/A]
0.00016103059581320446,Acanthamoeba polyphaga mimivirus [212035],Viruses [10239],dsDNA viruses no RNA stage [35237],N/A [N/A],Mimiviridae [549779],N/A [N/A],Mimivirus [315393]
0.027949025983025115,Lactococcus phage TP901-1 [35345],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.020963270122949924,Leuconostoc phage phiLN12 [1262517],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.0002791059583635502,Salmonella phage FSLSP088 [1173757],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],Chilikevirus [1623283]
8.48885546014819e-05,Ralstonia phage RSM3 [520962],Viruses [10239],ssDNA viruses [29258],N/A [N/A],Inoviridae [10860],N/A [N/A],Inovirus [10861]
4.938501559987943e-05,Lactococcus phage P092 [1476887],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
4.2110320968074935e-05,Lactococcus phage P118 [1476888],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
7.78160725521663e-06,Lactococcus phage bIL170 [63118],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],Skunalikevirus [1623305]
9.003958319910803e-05,Salmonella phage Chi [1541887],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],Chilikevirus [1623283]
0.0013517960887326503,Streptococcus phage 7201 [112023],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],Sfi21dtunalikevirus [1623304]
0.000720608576032402,Rauscher murine leukemia virus [11938],Viruses [10239],Retro-transcribing viruses [35268],N/A [N/A],Retroviridae [11632],N/A [N/A],Gammaretrovirus [153135]
0.00031802857034081216,Stenotrophomonas phage phiSHP2 [1027253],Viruses [10239],ssDNA viruses [29258],N/A [N/A],Inoviridae [10860],N/A [N/A],N/A [N/A]
0.0006122158248911675,Friend murine leukemia virus [11795],Viruses [10239],Retro-transcribing viruses [35268],N/A [N/A],Retroviridae [11632],N/A [N/A],Gammaretrovirus [153135]
0.004190749398519086,Lactococcus phage bIL311 [151534],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.00010796089325271876,Lactococcus phage P680 [1262537],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
4.897646361557747e-06,Chimpanzee adenovirus Y25 [1123958],Viruses [10239],dsDNA viruses no RNA stage [35237],N/A [N/A],Adenoviridae [10508],N/A [N/A],Mastadenovirus [10509]
0.00010339963804221278,Lactobacillus phage J-1 [1414736],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
2.0309470362288454e-05,Staphylococcus phage SA11 [1204543],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],N/A [N/A],N/A [N/A],N/A [N/A]
2.0708163528047196e-06,Torque teno virus 2 [687341],Viruses [10239],ssDNA viruses [29258],N/A [N/A],Anelloviridae [687329],N/A [N/A],Alphatorquevirus [687331]
0.00016103059581320446,Streptococcus phage phi3396 [423476],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.004434007071405744,Murine type C retrovirus [44561],Viruses [10239],Retro-transcribing viruses [35268],N/A [N/A],Retroviridae [11632],N/A [N/A],Gammaretrovirus [153135]
0.00016103059581320446,Acanthocystis turfacea Chlorella virus 1 [322019],Viruses [10239],dsDNA viruses no RNA stage [35237],N/A [N/A],Phycodnaviridae [10501],N/A [N/A],Chlorovirus [181083]
0.0026015001275090342,PreXMRV-1 [1038068],Viruses [10239],Retro-transcribing viruses [35268],N/A [N/A],Retroviridae [11632],N/A [N/A],Gammaretrovirus [153135]
0.00744666258010006,Torque teno virus 28 [687367],Viruses [10239],ssDNA viruses [29258],N/A [N/A],Anelloviridae [687329],N/A [N/A],Alphatorquevirus [687331]
0.00016103059581320446,Avian leukosis virus [11864],Viruses [10239],Retro-transcribing viruses [35268],N/A [N/A],Retroviridae [11632],N/A [N/A],Alpharetrovirus [153057]
0.0007765092939968765,Salmonella phage FSL SP-004 [1173769],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Myoviridae [10662],N/A [N/A],N/A [N/A]
0.0006319815469488959,Lactococcus phage phiL47 [1412875],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
7.614204121172257e-05,Ralstonia phage RSM1 [384359],Viruses [10239],ssDNA viruses [29258],N/A [N/A],Inoviridae [10860],N/A [N/A],Inovirus [10861]
0.0021311766495107766,Shigella phage SfIV [1407493],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Myoviridae [10662],N/A [N/A],N/A [N/A]
6.005309478376359e-05,Streptococcus phage TP-J34 [73422],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.00016103059581320446,Pseudomonas phage AF [1235689],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Podoviridae [10744],N/A [N/A],N/A [N/A]
0.00016103059581320446,Synechococcus phage S-CRM01 [1026955],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Myoviridae [10662],N/A [N/A],N/A [N/A]
0.00040180589535533065,Enterobacteria phage fiAA91-ss [1357825],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Myoviridae [10662],N/A [N/A],P2likevirus [140410]
0.0003172386276705613,Pestivirus Giraffe-1 [155905],Viruses [10239],ssRNA viruses [439488],N/A [N/A],Flaviviridae [11050],N/A [N/A],Pestivirus [11095]
0.00012438200440234996,Lactococcus phage 712 [213769],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],Skunalikevirus [1623305]
0.013163139263307392,Lactococcus phage bIL286 [151536],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.005422395739932274,Torque teno virus 1 [687340],Viruses [10239],ssDNA viruses [29258],N/A [N/A],Anelloviridae [687329],N/A [N/A],Alphatorquevirus [687331]
0.1488799983945745,Torque teno virus [68887],Viruses [10239],ssDNA viruses [29258],N/A [N/A],Anelloviridae [687329],N/A [N/A],N/A [N/A]
0.004991948470209338,Lactobacillus phage LF1 [947980],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.007586616977513102,Torque teno virus 6 [687345],Viruses [10239],ssDNA viruses [29258],N/A [N/A],Anelloviridae [687329],N/A [N/A],Alphatorquevirus [687331]
6.186883208710694e-05,Yersinia phage L-413C [227940],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Myoviridae [10662],N/A [N/A],P2likevirus [140410]
0.00016103059581320446,Microbacterium phage Min1 [446529],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.00011082244504790936,Bordetella phage BPP-1 [194699],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Podoviridae [10744],N/A [N/A],Bppunalikevirus [542959]
0.00016103059581320446,Lactobacillus phage A2 [51369],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
6.598334626503278e-05,Staphylococcus phage vB_SauM_Romulus [1235660],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Myoviridae [10662],N/A [N/A],Twortlikevirus [1198135]
0.0053140096618357465,Lactobacillus phage phiAT3 [279281],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
6.854884790259973e-05,Megavirus chiliensis [1094892],Viruses [10239],dsDNA viruses no RNA stage [35237],N/A [N/A],Mimiviridae [549779],N/A [N/A],N/A [N/A]
0.02692922866801284,Torque teno virus 3 [687342],Viruses [10239],ssDNA viruses [29258],N/A [N/A],Anelloviridae [687329],N/A [N/A],Alphatorquevirus [687331]
9.346765748794212e-05,Enterobacteria phage Chi [1195084],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
4.050534871493841e-05,Salmonella phage vB_SosS_Oslo [1168549],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
8.96917714139769e-05,Lactococcus phage P008 [83129],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],Skunalikevirus [1623305]
2.525242472213417e-05,Pseudomonas phage D3112 [10708],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],D3112likevirus [1623286]
0.0003220611916264089,Lactococcus phage KSY1 [388452],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Podoviridae [10744],N/A [N/A],N/A [N/A]
0.002138886063929705,Lactobacillus phage phiJB [1399941],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
2.1850707088807405e-08,Abelson murine leukemia virus [11788],Viruses [10239],Retro-transcribing viruses [35268],N/A [N/A],Retroviridae [11632],N/A [N/A],Gammaretrovirus [153135]
0.0003220611916264089,Flavobacterium phage 11b [294631],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Siphoviridae [10699],N/A [N/A],N/A [N/A]
0.00016103059581320446,Xylella phage Prado [1415146],Viruses [10239],dsDNA viruses no RNA stage [35237],Caudovirales [28883],Podoviridae [10744],N/A [N/A],Phikmvlikevirus [477967]
0.03655394524959741,Human endogenous retrovirus K113 [166122],Viruses [10239],Retro-transcribing viruses [35268],N/A [N/A],Retroviridae [11632],N/A [N/A],N/A [N/A]
